experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,tet_1s,tet_2s,tet_3s,teud_1v,teud_2v,teud_3v,mean_speed,lane_0_preference,lane_1_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate
0,1,efficient,naive,nan,100,27.17,12,0.019138755980861243,0.11409642988590357,0.22451232977548766,0.03754140596245859,0.20574162679425836,0.31983805668016196,27.422366662675653,0.7434670592565329,0.25653294074346705,0.0,0.04195804195804196,0.021715126978284875,0.2458594037541406,0.007729112992270887,0.004784688995215311,0.001104158998895841,0.004416635995583364,0.0,0.000368052999631947,0.3220463746779536,0.4155318365844682
1,1,efficient,naive,nan,100,27.43,11,0.025154939846882975,0.11556689755741889,0.21983230040102078,0.05286183011301495,0.23878964637258476,0.33175355450236965,27.37619734634273,0.7590229675537732,0.24097703244622676,0.0,0.04921618665694495,0.024061246810061977,0.23004010207801678,0.005103900838497995,0.004010207801676996,0.0036456434560699965,0.002916514764855997,0.0003645643456069996,0.0,0.3124316441851987,0.43674808603718557
2,1,efficient,naive,nan,100,28.39,7,0.018316308559351884,0.11130679816836915,0.2250792532581895,0.039098274040154986,0.21662557238464247,0.32511447692849593,27.387330098629594,0.7206762944698838,0.27932370553011626,0.0,0.04896090172595984,0.019725255371609723,0.2666431842197957,0.008453680873547023,0.0038746037337090526,0.0014089468122578373,0.003522367030644593,0.0003522367030644593,0.0007044734061289186,0.34765762592462135,0.38992603029235645
3,1,efficient,naive,nan,100,28.46,9,0.02213633169360506,0.11524947294448348,0.22593113141250878,0.041110330288123685,0.21784961349262122,0.34504567814476456,27.26342454036161,0.7231201686577653,0.2768798313422347,0.0,0.03935347856640899,0.02073085031623331,0.2656359803232607,0.007027406886858749,0.0035137034434293743,0.0014054813773717498,0.0035137034434293743,0.0,0.00035137034434293746,0.33626141953619115,0.4241040056219255
4,1,efficient,naive,nan,100,27.93,9,0.025420694593626926,0.13247404224847834,0.2538489079842463,0.030433225921947728,0.19727891156462585,0.3000358037952023,27.68095518049964,0.7357679914070892,0.26423200859291085,0.0,0.0397422126745435,0.02577873254564984,0.2538489079842463,0.008592910848549946,0.006086645184389545,0.0014321518080916578,0.005728607232366631,0.0007160759040458289,0.00035803795202291446,0.33404940923737914,0.4027926960257787
