experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,tet_1s,tet_2s,tet_3s,teud_1v,teud_2v,teud_3v,mean_speed,lane_0_preference,lane_1_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate
0,1,cautious,adaptive,0.05,100,29.54,3,0.002031144211238998,0.008463100880162491,0.04705484089370345,0.04468517264725796,0.13845633039945837,0.4312796208530806,22.89096738654914,0.13981042654028436,0.8601895734597157,0.0,0.01963439404197698,0.00981719702098849,0.12694651320243738,0.006093432633716994,0.00033852403520649965,0.0006770480704129993,0.00033852403520649965,0.0,0.0,0.16283006093432634,1.2288422477995937
1,1,cautious,adaptive,0.05,100,29.67,2,0.0016852039096730705,0.011122345803842264,0.053926525109538256,0.026626221772834514,0.11897539602291878,0.44792719919110213,22.858931462201085,0.11122345803842265,0.8887765419615774,0.0,0.017189079878665317,0.006740815638692282,0.09234917425008426,0.007077856420626896,0.0003370407819346141,0.0003370407819346141,0.0,0.0,0.0,0.12369396697000337,1.268958543983822
2,1,cautious,adaptive,0.05,100,29.71,2,0.002019522046449007,0.009087849209020532,0.046785594076068665,0.02255132951868058,0.12251767081790643,0.49343655334904074,22.630888919406313,0.09895658027600135,0.9010434197239987,0.0,0.02221474251093908,0.006731740154830024,0.08246381689666779,0.004039044092898014,0.0,0.0006731740154830024,0.0,0.0,0.0,0.11544934365533491,1.3140356782228206
3,1,cautious,adaptive,0.05,100,29.82,1,0.002012072434607646,0.012743125419181758,0.04862508383635144,0.052649228705566736,0.18309859154929578,0.5080482897384306,22.545195803780157,0.0818242790073776,0.9181757209926223,0.0,0.02012072434607646,0.009389671361502348,0.06539235412474849,0.004024144869215292,0.00033534540576794097,0.0006706908115358819,0.0,0.0,0.0,0.09926224010731052,1.3024815560026828
4,1,cautious,adaptive,0.05,100,29.65,2,0.001011804384485666,0.009106239460370995,0.04924114671163575,0.019898819561551432,0.13254637436762226,0.49308600337268127,22.69603366292282,0.10421585160202361,0.8957841483979764,0.0,0.02596964586846543,0.004047217537942664,0.08735244519392918,0.00505902192242833,0.0006745362563237774,0.0003372681281618887,0.0003372681281618887,0.0,0.0003372681281618887,0.12310286677908938,1.303204047217538
