experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,tet_1s,tet_2s,tet_3s,teud_1v,teud_2v,teud_3v,mean_speed,lane_0_preference,lane_1_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate
0,1,cautious,adaptive,0.02,100,29.16,5,0.003429355281207133,0.01748971193415638,0.06515775034293553,0.03155006858710562,0.12277091906721536,0.30829903978052126,23.75990024521679,0.2709190672153635,0.7290809327846365,0.009259259259259259,0.0411522633744856,0.01748971193415638,0.2609739368998628,0.022976680384087792,0.0006858710562414266,0.0013717421124828531,0.0003429355281207133,0.0,0.0,0.35253772290809327,1.1526063100137174
1,1,cautious,adaptive,0.02,100,29.37,4,0.002723867892407218,0.021450459652706845,0.07388491658154579,0.01634320735444331,0.1181477698331631,0.3125638406537283,23.776039194245925,0.24889342866870956,0.7511065713312904,0.009193054136874362,0.04119850187265917,0.017705141300646918,0.2356145726932244,0.021109976166155942,0.00034048348655090226,0.0006809669731018045,0.0,0.0,0.0,0.3251617296561117,1.1842015662240382
2,1,cautious,adaptive,0.02,100,29.88,1,0.0023427041499330657,0.013386880856760375,0.0572289156626506,0.018406961178045515,0.1285140562248996,0.33467202141900937,23.60175925362559,0.25234270414993304,0.7476572958500669,0.009036144578313253,0.0428380187416332,0.01104417670682731,0.24163319946452477,0.020080321285140562,0.0,0.00033467202141900936,0.0,0.0,0.0,0.3246318607764391,1.1880856760374832
3,1,cautious,adaptive,0.02,100,30.0,0,0.001,0.011333333333333334,0.056666666666666664,0.044,0.15433333333333332,0.3486666666666667,23.533984094775292,0.21033333333333334,0.7896666666666666,0.005666666666666667,0.04766666666666667,0.007333333333333333,0.19866666666666666,0.015666666666666666,0.0003333333333333333,0.0,0.0,0.0,0.0,0.2753333333333333,1.182
4,1,cautious,adaptive,0.02,100,29.43,3,0.0027183146449201497,0.014950730547060823,0.06320081549439348,0.01563030920829086,0.09378185524974515,0.2966360856269113,23.85152715141467,0.27896704043493037,0.7210329595650696,0.00781515460414543,0.03771661569826707,0.014610941216445803,0.2691131498470948,0.020047570506286104,0.0006795786612300374,0.0006795786612300374,0.0003397893306150187,0.0,0.0003397893306150187,0.34998301053346925,1.1702344546381243
