experiment_id,profile,mode,method,value,num_episodes,episode_length_mean,collision_count,mean_ttc,mean_following_distance,mean_speed,lane_0_time_mean,lane_1_time_mean,speed_violations_rate_mean,tailgating_violations_rate_mean,braking_violations_rate_mean,lane_change_tailgating_violations_rate_mean,lane_change_braking_violations_rate_mean,collision_violations_rate_mean,lane_change_collision_violations_rate_mean,cost_rate_mean,avoided_cost_rate_mean
0,efficient,default,fixed,1.0,100,139.55,14,8.311678528457701,25.73947745835226,26.55411570788904,0.5039343381024746,0.4960656618975253,0.066068800244454,0.02165562913907285,0.00029391359192683695,0.014952263609894908,0.0008680047877067745,0.0,0.0,0.7178053614262281,2.32267115689552
1,efficient,default,fixed,1.0,100,144.53,8,20.344298489619447,26.02447671281712,26.601256108445718,0.530861870519408,0.46913812948059197,0.07317932938382836,0.017748344370860928,0.0009061540946535293,0.013641358145785563,0.0006558838512480897,0.0,0.0,0.6928170689277827,2.448295937394897
2,efficient,default,fixed,1.0,100,143.86,9,19.614049769823588,27.21228222528787,26.60904178223474,0.5211716147558341,0.478828385244166,0.06975210701191877,0.018570409579539378,0.00013245033112582781,0.015518438756936495,0.0007267340536772394,0.0,0.0,0.7088275600711068,2.2980800629427227
3,efficient,default,fixed,1.0,100,144.5,7,10.786876560031347,26.15011841691357,26.26612582540244,0.4805604498431925,0.5194395501568075,0.08490674959745678,0.026048896247240615,0.00039735099337748344,0.014437676925074664,0.0003375643855776306,0.0,0.0,0.8387294557711784,2.2165856743367707
4,efficient,default,fixed,1.0,100,143.72,9,7.920838424840585,25.316772744110153,26.86206322388122,0.4837005460502502,0.5162994539497499,0.061974694619384756,0.019581173183117667,0.00046357615894039735,0.017230346862025788,0.0010736931097646892,0.0,0.0,0.7065585505297072,2.2181992705341913
