experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,tet_1s,tet_2s,tet_3s,teud_1v,teud_2v,teud_3v,mean_speed,lane_0_preference,lane_1_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate
0,1,efficient,adaptive,0.005,100,28.09,10,0.014595941616233536,0.10074759700961196,0.2125311498754005,0.024207903168387328,0.18262726949092203,0.3008187967248131,27.562776795424565,0.7419010323958705,0.2580989676041296,0.0,0.041295834816660736,0.0177999288002848,0.2484870060519758,0.018867924528301886,0.01423994304022784,0.001067995728017088,0.013883944464222144,0.002135991456034176,0.004271982912068352,0.3406906372374511,0.39302242791028835
1,1,efficient,adaptive,0.005,100,28.52,8,0.015427769985974754,0.10133239831697055,0.2061711079943899,0.03611500701262272,0.2191444600280505,0.3190743338008415,27.428570278197917,0.764726507713885,0.235273492286115,0.0,0.05434782608695652,0.012973352033660589,0.22510518934081347,0.01858345021037868,0.014726507713884993,0.0038569424964936885,0.014726507713884993,0.005259467040673212,0.0038569424964936885,0.32573632538569425,0.4319775596072931
2,1,efficient,adaptive,0.005,100,28.95,7,0.014162348877374784,0.10362694300518134,0.21312607944732298,0.0386873920552677,0.20103626943005182,0.31917098445595854,27.39681325790803,0.7253886010362695,0.27461139896373055,0.0,0.04697754749568221,0.013471502590673576,0.2632124352331606,0.021070811744386873,0.012780656303972366,0.0031088082901554403,0.012780656303972366,0.004835924006908463,0.0051813471502590676,0.35751295336787564,0.36580310880829014
3,1,efficient,adaptive,0.005,100,28.8,6,0.016666666666666666,0.1076388888888889,0.215625,0.03159722222222222,0.20034722222222223,0.32013888888888886,27.43595000124991,0.75,0.25,0.0,0.049305555555555554,0.015625,0.23854166666666668,0.01840277777777778,0.013194444444444444,0.0020833333333333333,0.013194444444444444,0.007291666666666667,0.0038194444444444443,0.3350694444444444,0.41805555555555557
4,1,efficient,adaptive,0.005,100,28.45,7,0.017926186291739893,0.118804920913884,0.23479789103690685,0.027768014059753956,0.1929701230228471,0.2998242530755712,27.61331834138532,0.7409490333919156,0.25905096660808435,0.0,0.03760984182776801,0.018277680140597538,0.24745166959578208,0.020738137082601055,0.015817223198594025,0.00281195079086116,0.01546572934973638,0.003163444639718805,0.00421792618629174,0.33989455184534273,0.4130052724077329
